t=50;t=150;t=700;t=1000
0.091715286;-0.209294941;0;0
0.081243986;-0.248123926;0;0
0.057443997;-0.271323495;0;0
0.058195924;-0.292836943;0;0
0.068566398;-0.305887981;0;0
0.047950097;-0.291098178;0;0
0.034656773;-0.319241245;0;0
0.014132379;-0.335842817;0;0
0.058553309;-0.341062017;0;0
0.116315983;-0.32696979;0;0
0.096949024;-0.254807254;0;0
-0.027319377;-0.275726228;0;0
-0.071418508;-0.375527719;0;0
-0.076918049;-0.430951177;0;0
-0.092236414;-0.445415594;0;0
-0.127927617;-0.460284748;0;0
-0.114740433;-0.480409629;0;0
-0.028667752;-0.489275169;0;0
-0.025705718;-0.442557544;0;0
-0.006143733;-0.478244754;0;0
-0.06189764;-0.42429391;0;0
-0.066907499;-0.488971611;0;0
-0.05063002;-0.485573137;0;0
-0.093331927;-0.477595453;0;0
-0.131301737;-0.55209471;0;0
-0.141775321;-0.565001358;0;0
-0.106908118;-0.590376056;0;0
-0.161958913;-0.533614941;0;0
-0.192206433;-0.591794698;0;0
-0.19647542;-0.646006455;0;0
-0.158678096;-0.675289565;0;0
-0.208058316;-0.645693027;0;0
-0.198680988;-0.681419545;0;0
-0.132975683;-0.621265348;0;0
-0.11238425;-0.554400865;0;0
-0.138258272;-0.559738882;0;0
-0.232079269;-0.566557479;0;0
-0.26172231;-0.627810511;0;0
-0.250803557;-0.653573676;0;0
-0.237408409;-0.686905463;0;0
-0.254424701;-0.67708963;0;0
-0.24323031;-0.654065608;0;0
-0.178460598;-0.594056168;0;0
-0.139809614;-0.571289196;0;0
-0.150513379;-0.583225557;0;0
-0.16373371;-0.591977946;0;0
-0.150866535;-0.595792424;0;0
-0.132182099;-0.593914369;0;0
-0.2050104;-0.588259433;0;0
-0.24984954;-0.585128604;0;0
-0.243040112;-0.591244074;0;0
-0.237444624;-0.559850352;0;0
-0.225028536;-0.572265408;0;0
-0.222668379;-0.567651664;0;0
-0.23565237;-0.559021805;0;0
-0.241330078;-0.594994913;0;0
-0.240314308;-0.597165135;0;0
-0.240822311;-0.587879899;0;0
-0.269663567;-0.584334645;0;0
-0.274578772;-0.605302657;0;0
-0.257829109;-0.628720968;0;0
-0.208491275;-0.626338511;0;0
-0.179012099;-0.628839313;0;0
-0.176930823;-0.649897202;0;0
-0.164431856;-0.689550055;0;0
-0.160815215;-0.700393589;0;0
-0.204753801;-0.701332707;0;0
-0.265850849;-0.671032229;0;0
-0.28879373;-0.716334189;0;0
-0.296793606;-0.724465809;0;0
-0.281639794;-0.691447836;0;0
-0.298855229;-0.738801654;0;0
-0.293234558;-0.746196289;0;0
-0.262364233;-0.709897991;0;0
-0.185484381;-0.731517297;0;0
-0.169963051;-0.653589034;0;0
-0.204990289;-0.654192323;0;0
-0.164081883;-0.653429191;0;0
-0.152969213;-0.63471132;0;0
-0.151357111;-0.668627563;0;0
-0.180556264;-0.666990392;0;0
-0.147179763;-0.65671633;0;0
-0.145507514;-0.620996175;0;0
-0.158433342;-0.592342262;0;0
-0.192046037;-0.598003568;0;0
-0.171735563;-0.61558884;0;0
-0.136251003;-0.603692426;0;0
-0.185533172;-0.561518738;0;0
-0.240643621;-0.503836102;0;0
-0.257273397;-0.569046951;0;0
-0.212066563;-0.584013197;0;0
-0.170360106;-0.542680808;0;0
-0.215817356;-0.485896788;0;0
-0.283440966;-0.536478718;0;0
-0.237444624;-0.607654771;0;0
-0.222195204;-0.538198752;0;0
-0.252505537;-0.520997275;0;0
-0.27029037;-0.550972538;0;0
-0.134712728;-0.56553153;0;0
-0.087993737;-0.423183133;0;0
-0.090606271;-0.399543188;0;0
-0.121569877;-0.389151533;0;0
-0.123929397;-0.381984776;0;0
-0.119160636;-0.353722757;0;0
-0.131392413;-0.359984328;0;0
-0.086409575;-0.401724823;0;0
-0.089051778;-0.397221075;0;0
-0.077281526;-0.390720039;0;0
-0.053438962;-0.359621565;0;0
-0.106314714;-0.375104835;0;0
-0.091745038;-0.41084415;0;0
-0.06034313;-0.385376095;0;0
-0.064095151;-0.351219991;0;0
-0.083100389;-0.368464294;0;0
-0.089145986;-0.411409361;0;0
-0.077311352;-0.431931713;0;0
0.002328289;-0.398650395;0;0
0.004504511;-0.334609112;0;0
0.036039936;-0.382315478;0;0
0.042608554;-0.373026836;0;0
0.05382479;-0.364266702;0;0
0.100604614;-0.396290732;0;0
0.080771641;-0.321499669;0;0
0.061300448;-0.332923931;0;0
0.002296065;-0.314868259;0;0
-0.03465977;-0.314868259;0;0
-0.007949997;-0.369313382;0;0
-0.001152664;-0.35151697;0;0
0.025914136;-0.298492989;0;0
0.025975486;-0.250973691;0;0
0.039455282;-0.267160237;0;0
0.051799333;-0.265172982;0;0
0.059548851;-0.24716398;0;0
0.008338421;-0.217935373;0;0
0.051898283;-0.300523237;0;0
0.047252802;-0.264545974;0;0
0.109944587;-0.25753728;0;0
0.339987339;-0.183403223;0;0
0.410427897;0.082747709;0;0
0.433070533;0.145585317;0;0
0.391531936;0.171448614;0;0
0.294239332;0.16327312;0;0
0.273649441;0.115831791;0;0
0.323857604;0.051129137;0;0
0.252006425;0.068772195;0;0
0.262858698;0.027651332;0;0
0.303837304;0.063834788;0;0
0.299629798;0.094717649;0;0
0.190103697;0.068137997;0;0
0.179914902;0.03379738;0;0
0.209720531;0.074107972;0;0
0.282811433;0.158427328;0;0
0.290802285;0.219603589;0;0
0.277361224;0.235918833;0;0
0.303855103;0.231678635;0;0
0.235481099;0.255933464;0;0
0.256854609;0.213441644;0;0
0.260397233;0.256854609;0;0
0.216174972;0.264607675;0;0
0.27294646;0.200670877;0;0
0.227910111;0.231618268;0;0
0.196953219;0.265247781;0;0
0.165402435;0.288956851;0;0
0.189818343;0.268943105;0;0
0.174616687;0.292270059;0;0
0.189945572;0.303995803;0;0
0.127700447;0.33379624;0;0
0.166414862;0.28185094;0;0
0.139475952;0.276825965;0;0
0.141650396;0.254234302;0;0
0.123838058;0.297251389;0;0
0.092658812;0.266560199;0;0
0.097341022;0.271779468;0;0
0.13532128;0.288081226;0;0
0.168708434;0.294426867;0;0
0.207014343;0.339306438;0;0
0.20067048;0.343589856;0;0
0.177065028;0.38962753;0;0
0.173271903;0.39213172;0;0
0.184032421;0.415549299;0;0
0.192720041;0.406606083;0;0
0.190212967;0.446426314;0;0
0.164621946;0.432102541;0;0
0.171318359;0.412457993;0;0
0.141711078;0.371215044;0;0
0.161268238;0.336930154;0;0
0.107358518;0.414314723;0;0
-0.02712052;0.40435345;0;0
0.001771593;0.420952;0;0
-0.018083905;0.489319419;0;0
-0.012624266;0.510825394;0;0
0.008795017;0.478035572;0;0
0.01866053;0.442463394;0;0
0.034367644;0.428039573;0;0
0.057158402;0.438706063;0;0
0.104296324;0.429397797;0;0
0.056587682;0.459532401;0;0
0.068075954;0.421320624;0;0
0.090596996;0.421374387;0;0
0.116216865;0.433795686;0;0
0.089209766;0.463601206;0;0
0.049120903;0.473518712;0;0
0.065077273;0.449614964;0;0
0.096903581;0.431558549;0;0
0.090120294;0.471099365;0;0
0.103044544;0.485233873;0;0
0.081149009;0.488514287;0;0
0.07891922;0.493774673;0;0
0.100954988;0.513741078;0;0
0.076960808;0.520666982;0;0
0.10060491;0.515541595;0;0
0.124297717;0.511555285;0;0
0.160623401;0.515593721;0;0
0.171646883;0.567163062;0;0
0.185583951;0.596967718;0;0
0.174747116;0.615715189;0;0
0.18558416;0.634366464;0;0
0.129325006;0.675342433;0;0
0.14157853;0.631589288;0;0
0.119465229;0.638445802;0;0
0.115311058;0.705382687;0;0
0.111521142;0.670674325;0;0
0.122746036;0.67995165;0;0
0.071337538;0.685656629;0;0
0.083881589;0.592275854;0;0
0.071580578;0.620000346;0;0
0.058136239;0.613177921;0;0
0.037611048;0.597132651;0;0
0.047954169;0.568041948;0;0
0.051469335;0.577007369;0;0
0.013889333;0.580522536;0;0
-0.031306905;0.555611843;0;0
-0.029853071;0.522740723;0;0
-0.026480032;0.551176762;0;0
-0.051981416;0.563093829;0;0
-0.03710375;0.472859156;0;0
-0.027212564;0.481935472;0;0
-0.035870515;0.475650475;0;0
-0.067911306;0.491170637;0;0
-0.037404066;0.4945319;0;0
-0.03922048;0.502046004;0;0
-0.019417972;0.467596959;0;0
-0.005185726;0.498866283;0;0
-0.027973852;0.551702853;0;0
-0.024349024;0.538709232;0;0
-0.110665771;0.52006104;0;0
-0.069912195;0.450974374;0;0
-0.052817545;0.475814545;0;0
-0.074108066;0.412939577;0;0
-0.127415166;0.38082534;0;0
-0.108480842;0.338879573;0;0
-0.05916983;0.364123707;0;0
-0.112267491;0.346844241;0;0
-0.138469463;0.300868888;0;0
-0.128906595;0.28768221;0;0
-0.109372642;0.316037247;0;0
-0.075537997;0.334969483;0;0
-0.071459165;0.376143506;0;0
-0.070463102;0.398123501;0;0
-0.0392205;0.43046641;0;0
-0.047433355;0.441145703;0;0
-0.070769071;0.431740719;0;0
-0.068542521;0.408565952;0;0
-0.075569386;0.439576741;0;0
-0.058107521;0.460864015;0;0
-0.044378785;0.465963349;0;0
-0.052471041;0.440223668;0;0
-0.019608679;0.436914102;0;0
-0.016694663;0.435222743;0;0
0.01175507;0.427300175;0;0
0.010117913;0.463436573;0;0
0.040822208;0.440984788;0;0
0.028597295;0.490835547;0;0
0.036488293;0.505006526;0;0
-0.004898073;0.484467841;0;0
-0.011428591;0.475687691;0;0
0.027487476;0.453017714;0;0
0.083177607;0.451388611;0;0
0.042145825;0.474458047;0;0
0.022618089;0.456040773;0;0
0.069220158;0.421672987;0;0
0.123284032;0.462939338;0;0
0.13850111;0.461769538;0;0
0.190557472;0.502091944;0;0
0.202864834;0.533094968;0;0
0.158699685;0.50784712;0;0
0.161268148;0.414876942;0;0
0.166496516;0.317154269;0;0
0.172813605;0.319770387;0;0
0.178023116;0.322773158;0;0
0.203015912;0.32112413;0;0
0.168436637;0.345916099;0;0
0.137470766;0.329510837;0;0
0.172985642;0.308515935;0;0
0.155685566;0.370074063;0;0
0.172223652;0.356495567;0;0
0.15415087;0.347054506;0;0
0.116667563;0.334734696;0;0
0.136070512;0.337427132;0;0
0.166390828;0.340097478;0;0
0.168238934;0.327814253;0;0
0.088447019;0.289393101;0;0
0.117783126;0.203516257;0;0
0.107694129;0.20783713;0;0
0.118135594;0.181802012;0;0
0.109308499;0.19937103;0;0
0.09076848;0.184429039;0;0
0.082443761;0.166094883;0;0
0.076140264;0.181018708;0;0
0.037740226;0.183112468;0;0
0.057158403;0.183602672;0;0
0.056311172;0.174291351;0;0
0.043258143;0.158930264;0;0
0.056478408;0.158930264;0;0
0.054545668;0.136965659;0;0
0.030327137;0.1198012;0;0
0.048930614;0.110916878;0;0
0.06583224;0.138863651;0;0
0.069999221;0.149490723;0;0
0.049500453;0.152422707;0;0
0.1519573;0.160950426;0;0
0.110751172;0.167643895;0;0
0.106106401;0.14380119;0;0
0.126499234;0.129980212;0;0
0.143302207;0.14501828;0;0
0.166345953;0.138052684;0;0
0.115512867;0.163745338;0;0
0.077855086;0.114213238;0;0
0.084713954;0.087011377;0;0
0.098759916;0.100566332;0;0
0.081391498;0.107988806;0;0
0.054827592;0.07734009;0;0
0.060454006;0.076479315;0;0
0.035389302;0.135341324;0;0
0.018246028;0.177748087;0;0
0.001391699;0.138652714;0;0
0.016529302;0.123030593;0;0
0.038786025;0.130053284;0;0
0.02386087;0.114639368;0;0
-0.015225118;0.102515728;0;0
-0.061368856;0.077927282;0;0
-0.048185418;0.045256672;0;0
-0.015225118;0.086227098;0;0
-0.008119297;0.09680756;0;0
0.019204976;0.098734746;0;0
0.033243878;0.11377368;0;0
0.020562663;0.141597186;0;0
0.036713753;0.117475182;0;0
0.039380421;0.132145214;0;0
0.042269322;0.136987838;0;0
0.014755551;0.147362694;0;0
0.039220707;0.130316848;0;0
0.031748698;0.113328515;0;0
0.064623575;0.106972274;0;0
0.047502499;0.113231348;0;0
0.063782268;0.08914881;0;0
0.058765468;0.084993213;0;0
0.091434206;0.062480563;0;0
0.118390016;0.054347299;0;0
0.135079681;0.088831374;0;0
0.113280456;0.126620339;0;0
0.130839601;0.103606863;0;0
0.139289241;0.086227098;0;0
0.118964446;0.101958073;0;0
0.108842726;0.080451868;0;0
0.10638055;0.049159149;0;0
0.093257479;0.038779171;0;0
0.04497784;0.033274706;0;0
0.040822145;-0.00363865;0;0
0.024214411;0.024214258;0;0
-0.107998014;0.03373814;0;0
-0.083429207;-0.097251567;0;0
-0.056898017;-0.058707601;0;0
-0.045154539;-0.029182767;0;0
-0.064392718;-0.034815488;0;0
-0.072943075;-0.031678218;0;0
-0.066691365;-0.055631696;0;0
-0.064110484;-0.067841525;0;0
-0.030528161;-0.058986538;0;0
-0.023663145;-0.008948748;0;0
-0.03744063;0.011074168;0;0
-0.017978155;0.037162604;0;0
-0.064392718;0.043579875;0;0
-0.083238975;0.009798592;0;0
-0.077361044;0.026984836;0;0
-0.027844022;0.047731403;0;0
-0.068676866;0.073862685;0;0
-0.092162887;0.081233253;0;0
-0.059787918;0.048790297;0;0
-0.03895123;0.036168395;0;0
-0.019507142;0.021123558;0;0
-0.010495797;0.037361503;0;0
-0.037740328;0.062941971;0;0
-0.080679662;0.093308987;0;0
-0.078494008;0.040647441;0;0
-0.072237624;0.065632006;0;0
-0.052583534;0.087840744;0;0
-0.05246342;0.106584632;0;0
-0.03685502;0.105360644;0;0
-0.046831293;0.117295619;0;0
-0.047973571;0.080545271;0;0
-0.055755792;0.08905167;0;0
-0.033748985;0.112708708;0;0
-0.065982491;0.135810351;0;0
-0.064972594;0.087507381;0;0
-0.114251602;0.09214992;0;0
-0.120363814;0.036030591;0;0
-0.158791059;0.02091376;0;0
-0.184291925;-0.027150924;0;0
-0.186281806;-0.055654153;0;0
-0.167859632;-0.048592422;0;0
-0.205275222;-0.024914029;0;0
-0.21688902;-0.042726756;0;0
-0.206456633;-0.057101669;0;0
-0.246635006;-0.086836534;0;0
-0.232129308;-0.11942602;0;0
-0.222212856;-0.123093775;0;0
-0.166103894;-0.130079044;0;0
-0.15495388;-0.124339586;0;0
-0.129831502;-0.125034822;0;0
-0.075778435;-0.064405556;0;0
-0.097486459;-0.062568237;0;0
-0.133806808;-0.053792708;0;0
-0.17266668;-0.068270679;0;0
-0.136250863;-0.096383484;0;0
-0.145123501;-0.069366347;0;0
-0.118732237;-0.101615247;0;0
-0.11516229;-0.120871412;0;0
-0.132988288;-0.087184916;0;0
-0.151040238;-0.094644935;0;0
-0.124016557;-0.104841526;0;0
-0.17045184;-0.09995783;0;0
-0.108185614;-0.122399586;0;0
-0.039220578;-0.075009821;0;0
0.007265277;-0.026668114;0;0
-0.035236801;0.030266513;0;0
-0.004140793;0.016161838;0;0
0.011276321;0.022472856;0;0
-0.024692613;0.043375364;0;0
-0.039383193;0.034460307;0;0
-0.022941701;0.037401549;0;0
-0.024199036;0.075432441;0;0
0.015898653;0.083714183;0;0
0.027056801;0.128175193;0;0
0.019438017;0.118251809;0;0
0.007175903;0.123734101;0;0
-0.007153902;0.112740623;0;0
-0.01532995;0.115290667;0;0
-0.04541748;0.097060404;0;0
-0.030439327;0.040667602;0;0
-0.00297478;0.046761672;0;0
0.021891419;0.087176369;0;0
-0.001994019;0.090818516;0;0
0.008995627;0.073431965;0;0
0.014070712;0.091102787;0;0
0.047894973;0.129855674;0;0
0.057679175;0.169540075;0;0
0.070781965;0.12240204;0;0
0.071494886;0.069337196;0;0
0.07762074;0.002606171;0;0
0.080673026;0.075678992;0;0
0.119886011;0.045075294;0;0
0.133397324;0.052792068;0;0
0.135125865;0.102889716;0;0
0.203215414;0.117310171;0;0
0.191538329;0.177264006;0;0
0.173789156;0.174420081;0;0
0.124732393;0.135698102;0;0
0.114775441;0.081329357;1.812421046;0
0.128087636;0.072175595;1.838496152;0
0.127076842;0.060624686;1.829720242;0
0.156929805;0.001049936;1.88790559;0
0.197375857;0.061897114;1.874581706;0
0.229802701;0.091615196;1.906816563;0
0.195431118;0.136172587;1.881516097;0
0.21045472;0.091160247;1.859858232;0
0.170396446;0.117783097;1.844232923;0
0.169028607;0.119432901;1.877878091;0
0.172296216;0.113730058;1.86542597;0
0.191654995;0.05562711;1.874737474;0
0.186697853;0.059749869;1.906965955;0
0.256429388;0.042756861;1.940242487;0
0.228324965;0.104260996;1.928363792;0
0.136316427;0.085522269;1.928591992;0
0.07362423;-0.01378631;1.859375813;0
0.103107422;-0.072175595;1.869616912;0
0.095842765;-0.031811953;1.847700966;0
0.113722672;-0.028729004;1.817730727;0
0.125565231;-0.044648238;1.818577626;0
0.124634577;-0.041880497;1.828501177;0
0.086683355;-0.050138439;1.840190234;0
0.087134488;-0.094375612;1.820540761;0
0.05437128;-0.103612263;1.80958286;0
0.092928883;-0.128315236;1.88351036;0
0.078880986;-0.123613816;1.842195488;0
0.084557322;-0.133531358;1.856579499;0
0.103743294;-0.134887745;1.850891883;0
0.125219525;-0.14007082;1.837177284;0
0.11903075;-0.14650244;1.827399517;0
0.111636814;-0.19931906;1.858062866;0
0.072999487;-0.203124684;1.89188275;0
0.059882394;-0.193699843;1.904524826;0
0.082836059;-0.175856064;1.873548898;0
0.087663314;-0.165196204;1.859615916;0
0.072621433;-0.159382384;1.877614792;0
0.091342318;-0.116513099;1.904126635;0
0.074242227;-0.093229014;1.896931997;0
0.07687441;-0.093010162;1.852054075;0
0.093388939;-0.110566269;1.828118427;0
0.069881357;-0.090857625;1.849953385;0
0.034840561;-0.125671192;1.794029627;0
0.037404178;-0.181957917;1.802589784;0
0.04600043;-0.177252802;1.854568207;0
0.018267354;-0.122364013;1.871871346;0
-0.027609781;-0.134559539;1.867465861;0
-0.029961443;-0.130474779;1.886554422;0
-0.029907018;-0.097638458;1.91271208;0
-0.001797061;-0.099425654;1.901330025;0
-0.010771981;-0.106458348;1.860891229;0
-0.046520016;-0.113328685;1.799017449;0
-0.024246312;-0.08812449;1.853886007;0
-0.020646601;-0.074107972;1.778630066;0
-0.053785729;-0.044451874;1.744709771;0
-0.056712795;-0.091011939;1.712902698;0
-0.053950594;-0.109296362;1.77473858;0
-0.061169295;-0.085027147;1.818238482;0
-0.044182097;-0.09207878;1.813208579;0
-0.050208638;-0.056211675;1.826929784;0
-0.05213336;-0.055643433;1.71447086;0
-0.077158966;-0.068183523;1.672892936;0
-0.082490743;-0.101974162;1.583130245;0
-0.133977892;-0.120751579;1.659715066;0
-0.13463272;-0.134424591;1.657934438;0
-0.074228874;-0.086451249;1.627203691;0
-0.045241959;-0.077621582;1.641309932;0
-0.052359532;-0.054374495;1.601619264;0
-0.044522556;-0.044186318;1.639162692;0
-0.10008336;-0.047372167;1.615500129;0
-0.066433785;-0.110665521;1.728449134;0
-0.030395151;-0.071638976;1.752642332;0
0.009981987;-0.048595829;1.839364081;0
0.016594561;-0.010488247;1.778322942;0
0.01892811;-0.01646962;1.770367199;0
-0.01145483;0.006349228;1.730304074;0
-0.006051552;-0.040679511;1.744005633;0
0.013896912;-0.073528123;1.697224228;0
-0.019418086;-0.077838929;1.671940338;0
-0.038523185;-0.114275879;1.566903581;0
-0.033021062;-0.108514736;1.626589156;0
-0.048325652;-0.113503924;1.646002065;0
-0.006325579;-0.123068596;1.698252806;0
-0.018512142;-0.070689843;1.710202367;0
-0.046898133;-0.074616027;1.666984963;0
-0.054168209;-0.070230588;1.638749511;0
-0.016566643;-0.048426543;1.606970292;0
-0.014110844;-0.014670213;1.5631005;0
0.010455659;-0.008145129;1.51395505;0
-0.032541602;0.024472903;1.566146326;0
-0.068053482;0.019904775;1.556639631;0
-0.111973687;0.020833991;1.601470872;0
-0.035969574;0.052890509;1.665733944;0
-0.07284396;0.060714901;1.647853331;0
-0.107488493;0.032355668;1.710683977;0
-0.048714647;0.012431557;1.7661514;0
-2.22E-16;0.042119407;1.775373632;0
0.010184134;0.080222019;1.764690242;0
0.03183603;0.112343893;1.818294587;0
0.005505373;0.119556446;1.792679139;0
0.009523779;0.124420704;1.818899684;0
0.024692663;0.122203462;1.846738834;0
-0.029923392;0.132018197;1.800064729;0
-0.106280493;0.105903519;1.771298279;0
-0.071570193;0.081604396;1.750439453;0
-0.063994272;0.098240657;1.756179688;0
-0.030466844;0.096524237;1.816946034;0
-0.045954617;0.142400513;1.792686983;0
-0.026175474;0.10825165;1.81677328;0
0.00894428;0.1480531;1.770307053;0
-0.015302419;0.213093215;1.684667989;0
-0.031203878;0.185228074;1.686285064;0
-0.046555479;0.172415971;1.640566602;0
-0.033278959;0.161474435;1.62073582;0
-0.023317948;0.162819911;1.567453575;0
-0.060283994;0.139276985;1.589250032;0
-0.101280362;0.093590986;1.612679309;0
-0.127993995;0.086349733;1.543041315;0
-0.120485101;0.093702676;1.575728447;0
-0.075995097;0.095563457;1.617389418;0
-0.119346733;0.111225635;1.558926678;0
-0.168882368;0.07671076;1.545979449;0
-0.225477903;0.047098389;1.541348843;0
-0.263667196;0.033412994;1.567285832;0
-0.254510905;0.00778214;1.573040982;0
-0.269610584;0.032959321;1.564286168;0
-0.260969193;0.018904155;1.540626315;0
-0.276882185;0.000634357;1.472722917;0
-0.25812327;-0.040770734;1.514096478;0
-0.257426343;-0.04538966;1.490494415;0
-0.257197533;-0.041964279;1.529921452;0
-0.261002762;-0.012714729;1.542818571;0
-0.283689253;-0.004445904;1.550903618;0
-0.258317602;-0.006337157;1.269229377;0
-0.210281494;0.001913835;1.344156829;0
-0.192511539;0.02050048;1.365759028;0
-0.236195472;0.017618684;1.327580767;0
-0.242961659;-0.011013999;1.258134281;0
-0.265809998;-0.063138632;1.229953021;0
-0.190195646;-0.084557388;1.25732762;0
-0.137996344;-0.027834797;1.282991441;0
-0.026710801;0.039407271;1.429976111;0
-0.157697935;0.195219909;1.348036357;0
-0.132501195;0.107977526;1.389535763;0
