voltage,motion,temperature,sound,voc,illuminace,humidity,timestamp 
6.42,23,24.37,46.8,36,19.51,32.14,2021-10-23T12:10:39.414648
6.42,23,24.37,46.8,36,19.51,32.14,2021-10-23T12:10:39.446951
6.42,23,24.37,51.54,36,19.51,32.14,2021-10-23T12:10:39.535640
6.42,23,24.37,51.54,36,19.51,32.14,2021-10-23T12:10:39.543228
6.42,23,24.37,51.54,36,549.07,32.14,2021-10-23T12:10:39.572085
6.42,23,24.37,51.54,36,549.07,32.14,2021-10-23T12:10:39.576236
6.42,19,24.37,51.54,36,549.07,32.14,2021-10-23T12:10:39.663598
6.42,19,24.37,51.54,36,549.07,32.14,2021-10-23T12:10:39.670196
6.42,19,24.37,44.97,36,549.07,32.14,2021-10-23T12:10:40.479076
6.42,19,24.37,44.97,36,549.07,32.14,2021-10-23T12:10:40.488956
6.42,19,24.37,44.97,36,548.68,32.14,2021-10-23T12:10:40.522647
6.42,19,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:40.543494
6.42,19,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:40.552875
6.42,19,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:40.577398
6.42,15,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:40.712670
6.42,15,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:40.784352
6.76,15,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:40.984485
6.76,15,24.37,44.97,35,548.68,32.14,2021-10-23T12:10:41.004596
6.76,15,24.37,61.7,35,548.68,32.14,2021-10-23T12:10:41.784766
6.76,15,24.37,61.7,35,548.68,32.14,2021-10-23T12:10:41.839581
6.76,15,24.37,61.7,35,550.63,32.14,2021-10-23T12:10:41.875169
6.76,23,24.37,61.7,35,550.63,32.14,2021-10-23T12:10:41.892556
6.76,23,24.37,61.7,35,550.63,32.14,2021-10-23T12:10:41.893847
6.76,23,24.37,61.7,35,550.63,32.14,2021-10-23T12:10:41.899100
6.76,23,24.37,71.01,35,550.63,32.14,2021-10-23T12:10:42.363391
6.76,23,24.37,71.01,35,550.63,32.14,2021-10-23T12:10:42.381423
6.76,20,24.37,71.01,35,550.63,32.14,2021-10-23T12:10:42.525975
6.76,20,24.37,71.01,35,550.63,32.14,2021-10-23T12:10:42.559531
6.75,20,24.37,71.01,35,550.63,32.14,2021-10-23T12:10:42.722247
6.75,20,24.37,71.01,35,550.63,32.14,2021-10-23T12:10:42.738497
6.75,20,24.38,71.01,35,550.63,32.14,2021-10-23T12:10:42.985006
6.75,20,24.38,71.01,35,550.63,32.23,2021-10-23T12:10:42.999302
6.75,20,24.38,71.01,35,550.63,32.23,2021-10-23T12:10:43.001003
6.75,20,24.38,71.01,35,550.63,32.23,2021-10-23T12:10:43.007181
6.75,20,24.38,64.55,35,550.63,32.23,2021-10-23T12:10:44.040656
6.75,20,24.38,64.55,35,550.63,32.23,2021-10-23T12:10:44.063708
6.75,20,24.38,64.55,35,551.41,32.23,2021-10-23T12:10:44.077983
6.75,20,24.38,64.55,37,551.41,32.23,2021-10-23T12:10:44.097189
6.75,20,24.38,64.55,37,551.41,32.23,2021-10-23T12:10:44.120718
6.75,20,24.38,64.55,37,551.41,32.23,2021-10-23T12:10:44.122082
6.75,36,24.38,64.55,37,551.41,32.23,2021-10-23T12:10:44.161066
6.75,36,24.38,64.55,37,551.41,32.23,2021-10-23T12:10:44.173402
6.75,36,24.38,64.42,37,551.41,32.23,2021-10-23T12:10:44.489006
6.75,36,24.38,64.42,37,551.41,32.23,2021-10-23T12:10:44.496465
6.75,36,24.38,64.42,37,551.02,32.23,2021-10-23T12:10:44.527452
6.75,36,24.38,64.42,37,551.02,32.23,2021-10-23T12:10:44.535475
6.75,31,24.38,64.42,37,551.02,32.23,2021-10-23T12:10:44.640596
6.41,31,24.38,64.42,37,551.02,32.23,2021-10-23T12:10:44.662140
6.41,31,24.38,64.42,37,551.02,32.23,2021-10-23T12:10:44.740233
6.41,31,24.38,64.42,37,551.02,32.23,2021-10-23T12:10:44.788006
6.41,31,24.36,64.42,37,551.02,32.23,2021-10-23T12:10:45.153679
6.41,31,24.36,64.42,37,551.02,32.23,2021-10-23T12:10:45.161870
6.41,31,24.36,66.38,37,551.02,32.23,2021-10-23T12:10:45.995654
6.41,31,24.36,66.38,37,551.02,32.23,2021-10-23T12:10:46.101158
6.41,23,24.36,66.38,37,551.02,32.23,2021-10-23T12:10:46.139722
6.41,23,24.36,66.38,37,551.02,32.23,2021-10-23T12:10:46.175211
6.56,23,24.36,66.38,37,551.02,32.23,2021-10-23T12:10:46.222197
6.56,23,24.36,66.38,37,551.02,32.23,2021-10-23T12:10:46.236906
6.56,23,24.38,66.38,37,551.02,32.23,2021-10-23T12:10:46.326896
6.56,23,24.38,66.38,37,551.02,32.23,2021-10-23T12:10:46.367267
6.56,23,24.38,64.43,37,551.02,32.23,2021-10-23T12:10:47.490145
6.56,23,24.38,64.43,33,551.02,32.23,2021-10-23T12:10:47.521561
6.56,23,24.38,64.43,33,551.02,32.23,2021-10-23T12:10:47.531116
6.56,23,24.38,64.43,33,551.02,32.23,2021-10-23T12:10:47.575444
6.56,30,24.38,64.43,33,551.02,32.23,2021-10-23T12:10:47.602165
6.56,30,24.38,64.43,33,551.02,32.23,2021-10-23T12:10:47.608447
6.56,30,24.38,65.9,33,551.02,32.23,2021-10-23T12:10:47.899539
6.56,30,24.38,65.9,33,551.02,32.23,2021-10-23T12:10:47.961476
6.56,28,24.38,65.9,33,551.02,32.23,2021-10-23T12:10:48.023675
6.53,28,24.38,65.9,33,551.02,32.23,2021-10-23T12:10:48.135427
6.53,28,24.38,65.9,33,551.02,32.23,2021-10-23T12:10:48.144831
6.53,28,24.38,65.9,33,551.02,32.23,2021-10-23T12:10:48.213993
6.53,28,24.38,65.9,33,551.02,32.14,2021-10-23T12:10:49.162045
6.53,28,24.38,65.9,33,551.02,32.14,2021-10-23T12:10:49.168335
6.53,28,24.38,66.86,33,551.02,32.14,2021-10-23T12:10:49.609877
6.53,28,24.38,66.86,33,551.02,32.14,2021-10-23T12:10:49.644797
6.53,28,24.38,66.86,33,552.19,32.14,2021-10-23T12:10:49.695256
6.53,28,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.709146
6.53,28,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.731978
6.53,28,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.745344
6.53,63,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.809038
6.53,63,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.834534
6.52,63,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.906636
6.52,63,24.38,66.86,35,552.19,32.14,2021-10-23T12:10:49.933743
6.52,63,24.38,70.97,35,552.19,32.14,2021-10-23T12:10:50.372174
6.52,63,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:50.408238
6.52,63,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:50.410257
6.52,63,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:50.425750
6.52,55,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:50.523192
6.52,55,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:50.539115
6.6,55,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:51.642111
6.6,55,24.38,70.97,35,551.8,32.14,2021-10-23T12:10:51.682846
6.6,55,24.38,69.79,35,551.8,32.14,2021-10-23T12:10:51.858509
6.6,55,24.38,69.79,35,550.63,32.14,2021-10-23T12:10:51.874923
6.6,55,24.38,69.79,35,550.63,32.14,2021-10-23T12:10:51.908325
6.6,55,24.38,69.79,35,550.63,32.14,2021-10-23T12:10:51.919633
6.6,43,24.38,69.79,35,550.63,32.14,2021-10-23T12:10:51.944679
6.6,43,24.38,69.79,35,550.63,32.14,2021-10-23T12:10:51.985963
6.6,43,24.37,69.79,35,550.63,32.14,2021-10-23T12:10:52.193582
6.6,43,24.37,69.79,35,550.63,32.04,2021-10-23T12:10:52.217530
6.6,43,24.37,69.79,35,550.63,32.04,2021-10-23T12:10:52.262012
6.6,43,24.37,69.79,35,550.63,32.04,2021-10-23T12:10:52.280861
6.6,43,24.37,66.41,35,550.63,32.04,2021-10-23T12:10:52.995254
6.6,43,24.37,66.41,35,550.63,32.04,2021-10-23T12:10:53.031626
6.6,43,24.37,66.41,35,551.8,32.04,2021-10-23T12:10:53.078666
6.6,43,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.092922
6.6,43,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.103636
6.6,43,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.116590
6.6,32,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.132538
6.6,32,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.145840
6.5,32,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.202600
6.5,32,24.37,66.41,33,551.8,32.04,2021-10-23T12:10:53.244607
6.5,32,24.38,66.41,33,551.8,32.04,2021-10-23T12:10:53.455232
6.5,32,24.38,66.41,33,551.8,32.04,2021-10-23T12:10:53.507980
6.5,32,24.38,66.37,33,551.8,32.04,2021-10-23T12:10:54.197766
6.5,32,24.38,66.37,33,551.8,32.04,2021-10-23T12:10:54.208876
6.5,32,24.38,66.37,33,550.63,32.04,2021-10-23T12:10:54.220579
6.5,32,24.38,66.37,33,550.63,32.04,2021-10-23T12:10:54.227002
6.5,51,24.38,66.37,33,550.63,32.04,2021-10-23T12:10:54.303935
6.5,51,24.38,66.37,33,550.63,32.04,2021-10-23T12:10:54.313331
6.5,51,24.38,66.02,33,550.63,32.04,2021-10-23T12:10:54.522825
6.5,51,24.38,66.02,33,550.63,32.04,2021-10-23T12:10:54.533057
6.5,47,24.38,66.02,33,550.63,32.04,2021-10-23T12:10:54.674713
6.5,47,24.38,66.02,33,550.63,32.04,2021-10-23T12:10:54.692451
6.52,47,24.38,66.02,33,550.63,32.04,2021-10-23T12:10:55.129288
6.52,47,24.38,66.02,33,550.63,32.04,2021-10-23T12:10:55.151331
6.52,47,24.38,67.7,33,550.63,32.04,2021-10-23T12:10:56.169591
6.52,47,24.38,67.7,33,551.8,32.04,2021-10-23T12:10:56.200839
6.52,47,24.38,67.7,39,551.8,32.04,2021-10-23T12:10:56.210876
6.52,47,24.38,67.7,39,551.8,32.04,2021-10-23T12:10:56.212079
6.52,47,24.38,67.7,39,551.8,32.04,2021-10-23T12:10:56.214694
6.52,47,24.38,67.7,39,551.8,32.04,2021-10-23T12:10:56.250637
6.52,55,24.38,67.7,39,551.8,32.04,2021-10-23T12:10:56.283321
6.52,55,24.38,67.7,39,551.8,32.04,2021-10-23T12:10:56.299304
6.52,55,24.37,67.7,39,551.8,32.04,2021-10-23T12:10:56.614380
6.52,55,24.37,67.7,39,551.8,32.04,2021-10-23T12:10:56.681980
6.56,55,24.37,67.7,39,551.8,32.04,2021-10-23T12:10:56.756598
6.56,55,24.37,67.7,39,551.8,32.04,2021-10-23T12:10:56.824975
6.56,55,24.37,67.79,39,551.8,32.04,2021-10-23T12:10:56.878167
6.56,55,24.37,67.79,39,552.58,32.04,2021-10-23T12:10:56.909355
6.56,49,24.37,67.79,39,552.58,32.04,2021-10-23T12:10:56.919833
6.56,49,24.37,67.79,39,552.58,32.04,2021-10-23T12:10:56.921458
6.56,49,24.37,67.79,39,552.58,32.04,2021-10-23T12:10:56.955352
6.56,49,24.37,67.79,39,552.58,32.04,2021-10-23T12:10:56.968149
6.56,49,24.38,67.79,39,552.58,32.04,2021-10-23T12:10:57.338225
6.56,49,24.38,67.79,39,552.58,32.04,2021-10-23T12:10:57.440896
6.76,49,24.38,67.79,39,552.58,32.04,2021-10-23T12:10:58.513499
6.76,49,24.38,67.79,39,552.58,32.04,2021-10-23T12:10:58.569059
6.76,49,24.38,66.76,39,552.58,32.04,2021-10-23T12:10:58.726786
6.76,49,24.38,66.76,39,645.46,32.04,2021-10-23T12:10:58.758967
6.76,49,24.38,66.76,36,645.46,32.04,2021-10-23T12:10:58.768570
6.76,49,24.38,66.76,36,645.46,32.04,2021-10-23T12:10:58.811310
6.76,49,24.38,66.76,36,645.46,32.04,2021-10-23T12:10:58.829110
6.76,49,24.38,66.76,36,645.46,32.04,2021-10-23T12:10:58.832784
6.76,49,24.38,66.58,36,645.46,32.04,2021-10-23T12:10:59.022677
6.76,49,24.38,66.58,36,553.75,32.04,2021-10-23T12:10:59.038284
6.76,49,24.38,66.58,36,553.75,32.04,2021-10-23T12:10:59.045251
6.76,49,24.38,66.58,36,553.75,32.04,2021-10-23T12:10:59.050083
6.76,48,24.38,66.58,36,553.75,32.04,2021-10-23T12:10:59.115165
6.76,48,24.38,66.58,36,553.75,32.04,2021-10-23T12:10:59.124366
6.8,48,24.38,66.58,36,553.75,32.04,2021-10-23T12:11:00.427158
6.8,48,24.38,66.58,36,553.75,32.04,2021-10-23T12:11:00.457362
6.8,48,24.38,69.92,36,553.75,32.04,2021-10-23T12:11:00.577438
6.8,48,24.38,69.92,36,553.75,32.04,2021-10-23T12:11:00.601130
6.8,48,24.38,69.92,36,554.14,32.04,2021-10-23T12:11:00.608099
6.8,48,24.38,69.92,36,554.14,32.04,2021-10-23T12:11:00.644189
6.8,83,24.38,69.92,36,554.14,32.04,2021-10-23T12:11:00.690417
6.8,83,24.38,69.92,36,554.14,32.04,2021-10-23T12:11:00.708827
6.8,83,24.37,69.92,36,554.14,32.04,2021-10-23T12:11:00.982927
6.8,83,24.37,69.92,36,554.14,32.14,2021-10-23T12:11:00.986422
6.8,83,24.37,69.92,36,554.14,32.14,2021-10-23T12:11:01.006715
6.8,83,24.37,69.92,36,554.14,32.14,2021-10-23T12:11:01.012088
6.8,83,24.37,66.45,36,554.14,32.14,2021-10-23T12:11:01.797231
6.8,83,24.37,66.45,36,554.14,32.14,2021-10-23T12:11:01.805311
6.8,83,24.37,66.45,36,553.36,32.14,2021-10-23T12:11:01.845237
6.8,83,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:01.846627
6.8,83,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:01.866909
6.8,83,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:01.881506
6.8,99,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:02.007064
6.8,99,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:02.076786
6.6,99,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:02.171076
6.6,99,24.37,66.45,35,553.36,32.14,2021-10-23T12:11:02.213221
6.6,99,24.37,64.97,35,553.36,32.14,2021-10-23T12:11:03.146574
6.6,99,24.37,64.97,35,553.36,32.14,2021-10-23T12:11:03.183468
6.6,81,24.37,64.97,35,553.36,32.14,2021-10-23T12:11:03.207956
6.6,81,24.37,64.97,35,553.36,32.14,2021-10-23T12:11:03.229039
6.5,81,24.37,64.97,35,553.36,32.14,2021-10-23T12:11:03.970814
6.5,81,24.37,64.97,35,553.36,32.14,2021-10-23T12:11:04.049425
6.5,81,24.37,66.82,35,553.36,32.14,2021-10-23T12:11:04.263370
6.5,81,24.37,66.82,35,553.36,32.14,2021-10-23T12:11:04.283798
6.5,81,24.37,66.82,35,552.19,32.14,2021-10-23T12:11:04.306076
6.5,81,24.37,66.82,35,552.19,32.14,2021-10-23T12:11:04.326308
6.5,137,24.37,66.82,35,552.19,32.14,2021-10-23T12:11:04.552798
6.5,137,24.37,66.82,35,552.19,32.14,2021-10-23T12:11:04.593439
6.5,137,24.37,66.29,35,552.19,32.14,2021-10-23T12:11:05.418551
6.5,137,24.37,66.29,35,551.8,32.14,2021-10-23T12:11:05.424910
6.5,137,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.435763
6.5,137,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.464797
6.5,137,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.475454
6.5,137,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.476774
6.5,115,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.502904
6.5,115,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.518691
6.53,115,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.523701
6.53,115,24.37,66.29,38,551.8,32.14,2021-10-23T12:11:05.539384
6.53,115,24.38,66.29,38,551.8,32.14,2021-10-23T12:11:06.230949
6.53,115,24.38,66.29,38,551.8,32.14,2021-10-23T12:11:06.276689
6.53,115,24.38,65.05,38,551.8,32.14,2021-10-23T12:11:06.421511
6.53,115,24.38,65.05,38,552.19,32.14,2021-10-23T12:11:06.465789
6.53,115,24.38,65.05,38,552.19,32.14,2021-10-23T12:11:06.466887
6.53,115,24.38,65.05,38,552.19,32.14,2021-10-23T12:11:06.485517
6.53,87,24.38,65.05,38,552.19,32.14,2021-10-23T12:11:06.526940
6.53,87,24.38,65.05,38,552.19,32.14,2021-10-23T12:11:06.535549
6.53,87,24.37,65.05,38,552.19,32.14,2021-10-23T12:11:07.359550
6.53,87,24.37,65.05,38,552.19,32.04,2021-10-23T12:11:07.385912
6.58,87,24.37,65.05,38,552.19,32.04,2021-10-23T12:11:07.453080
6.58,87,24.37,65.05,38,552.19,32.04,2021-10-23T12:11:07.463088
6.58,87,24.37,65.05,38,552.19,32.04,2021-10-23T12:11:07.466433
6.58,87,24.37,65.05,38,552.19,32.04,2021-10-23T12:11:07.493611
6.58,87,24.37,65.34,38,552.19,32.04,2021-10-23T12:11:07.617985
6.58,87,24.37,65.34,38,552.19,32.04,2021-10-23T12:11:07.622135
6.58,87,24.37,65.34,37,552.19,32.04,2021-10-23T12:11:07.683820
6.58,87,24.37,65.34,37,552.19,32.04,2021-10-23T12:11:07.697058
6.58,61,24.37,65.34,37,552.19,32.04,2021-10-23T12:11:07.731093
6.58,61,24.37,65.34,37,552.19,32.04,2021-10-23T12:11:07.737912
6.58,61,24.38,65.34,37,552.19,32.04,2021-10-23T12:11:07.958069
6.58,61,24.38,65.34,37,552.19,32.14,2021-10-23T12:11:07.984714
6.58,61,24.38,65.34,37,552.19,32.14,2021-10-23T12:11:08.013731
6.58,61,24.38,65.34,37,552.19,32.14,2021-10-23T12:11:08.052858
6.58,61,24.38,58.47,37,552.19,32.14,2021-10-23T12:11:08.724787
6.58,61,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:08.733736
6.58,45,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:08.775242
6.58,45,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:08.782736
6.58,45,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:08.788570
6.58,45,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:08.814402
6.5,45,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:09.016984
6.5,45,24.38,58.47,37,23.02,32.14,2021-10-23T12:11:09.059107
6.5,45,24.38,56.87,37,23.02,32.14,2021-10-23T12:11:09.531249
6.5,45,24.38,56.87,37,552.58,32.14,2021-10-23T12:11:09.554404
6.5,45,24.38,56.87,37,552.58,32.14,2021-10-23T12:11:09.564246
6.5,45,24.38,56.87,37,552.58,32.14,2021-10-23T12:11:09.586127
6.5,36,24.38,56.87,37,552.58,32.14,2021-10-23T12:11:09.611988
6.5,36,24.38,56.87,37,552.58,32.14,2021-10-23T12:11:09.628836
6.5,36,24.38,56.87,37,552.58,32.04,2021-10-23T12:11:09.926565
6.5,36,24.38,56.87,37,552.58,32.04,2021-10-23T12:11:09.935563
6.69,36,24.38,56.87,37,552.58,32.04,2021-10-23T12:11:10.932806
6.69,36,24.38,56.87,37,552.58,32.04,2021-10-23T12:11:10.982256
6.69,36,24.38,52.13,37,552.58,32.04,2021-10-23T12:11:11.106696
6.69,36,24.38,52.13,37,552.19,32.04,2021-10-23T12:11:11.122495
6.69,36,24.38,52.13,35,552.19,32.04,2021-10-23T12:11:11.151133
6.69,36,24.38,52.13,35,552.19,32.04,2021-10-23T12:11:11.154424
6.69,87,24.38,52.13,35,552.19,32.04,2021-10-23T12:11:11.163244
6.69,87,24.38,52.13,35,552.19,32.04,2021-10-23T12:11:11.166902
6.69,87,24.38,52.13,35,552.19,32.04,2021-10-23T12:11:11.176867
6.69,87,24.38,52.13,35,552.19,32.04,2021-10-23T12:11:11.188897
6.69,87,24.38,61.22,35,552.19,32.04,2021-10-23T12:11:12.193256
6.69,87,24.38,61.22,35,552.97,32.04,2021-10-23T12:11:12.213783
6.69,103,24.38,61.22,35,552.97,32.04,2021-10-23T12:11:12.242443
6.69,103,24.38,61.22,35,552.97,32.04,2021-10-23T12:11:12.246961
6.69,103,24.38,61.22,35,552.97,32.04,2021-10-23T12:11:12.248377
6.69,103,24.38,61.22,35,552.97,32.04,2021-10-23T12:11:12.254007
6.57,103,24.38,61.22,35,552.97,32.04,2021-10-23T12:11:12.735241
6.57,103,24.38,58.04,35,552.97,32.04,2021-10-23T12:11:12.980130
6.57,103,24.38,58.04,35,552.97,32.04,2021-10-23T12:11:12.997788
6.57,103,24.38,58.04,35,553.36,32.04,2021-10-23T12:11:13.005372
6.57,81,24.38,58.04,35,553.36,32.04,2021-10-23T12:11:13.105245
6.57,81,24.38,58.04,35,553.36,32.04,2021-10-23T12:11:13.150552
6.57,81,24.38,58.04,35,553.36,32.04,2021-10-23T12:11:13.170317
6.57,81,24.38,58.04,35,553.36,32.04,2021-10-23T12:11:13.183424
6.57,81,24.38,57.66,35,553.36,32.04,2021-10-23T12:11:13.572941
6.57,81,24.38,57.66,35,553.36,32.04,2021-10-23T12:11:13.586325
6.57,81,24.38,57.66,35,554.14,32.04,2021-10-23T12:11:13.618995
6.57,81,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:13.642674
6.57,81,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:13.644690
6.57,81,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:13.668842
6.57,67,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:13.712514
6.57,67,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:13.715576
7.27,67,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:14.299346
7.27,67,24.38,57.66,38,554.14,32.04,2021-10-23T12:11:14.346759
7.27,67,24.38,50.67,38,554.14,32.04,2021-10-23T12:11:15.313452
7.27,67,24.38,50.67,38,554.14,32.04,2021-10-23T12:11:15.362549
7.27,67,24.38,50.67,38,555.7,32.04,2021-10-23T12:11:15.368175
7.27,67,24.38,50.67,38,555.7,32.04,2021-10-23T12:11:15.391410
7.27,50,24.38,50.67,38,555.7,32.04,2021-10-23T12:11:15.430612
7.27,50,24.38,50.67,38,555.7,32.04,2021-10-23T12:11:15.440120
7.27,50,24.38,54.03,38,555.7,32.04,2021-10-23T12:11:15.807517
7.27,50,24.38,54.03,38,555.7,32.04,2021-10-23T12:11:15.831354
7.27,50,24.38,54.03,38,556.09,32.04,2021-10-23T12:11:15.846514
7.27,50,24.38,54.03,38,556.09,32.04,2021-10-23T12:11:15.862432
7.27,43,24.38,54.03,38,556.09,32.04,2021-10-23T12:11:15.959188
7.27,43,24.38,54.03,38,556.09,32.04,2021-10-23T12:11:15.993378
6.53,43,24.38,54.03,38,556.09,32.04,2021-10-23T12:11:16.215635
6.53,43,24.38,54.03,38,556.09,32.04,2021-10-23T12:11:16.251316
6.53,43,24.38,54.53,38,556.09,32.04,2021-10-23T12:11:16.896528
6.53,43,24.38,54.53,38,556.09,32.04,2021-10-23T12:11:16.902408
6.53,43,24.38,54.53,38,556.87,32.04,2021-10-23T12:11:16.933659
6.53,43,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:16.942679
6.53,43,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:16.959449
6.53,43,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:16.967314
6.53,37,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:17.105870
6.53,37,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:17.141132
6.65,37,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:17.850804
6.65,37,24.38,54.53,36,556.87,32.04,2021-10-23T12:11:17.889898
6.65,37,24.38,58.75,36,556.87,32.04,2021-10-23T12:11:18.536615
6.65,37,24.38,58.75,36,556.87,32.04,2021-10-23T12:11:18.540803
6.65,37,24.38,58.75,36,554.92,32.04,2021-10-23T12:11:18.572603
6.65,37,24.38,58.75,36,554.92,32.04,2021-10-23T12:11:18.596172
6.65,91,24.38,58.75,36,554.92,32.04,2021-10-23T12:11:18.801088
6.65,91,24.38,58.75,36,554.92,32.04,2021-10-23T12:11:18.864289
6.47,91,24.38,58.75,36,554.92,32.04,2021-10-23T12:11:19.644692
6.47,91,24.38,58.75,36,554.92,32.04,2021-10-23T12:11:19.705523
6.47,91,24.38,57.12,36,554.92,32.04,2021-10-23T12:11:19.804342
6.47,91,24.38,57.12,36,554.92,32.04,2021-10-23T12:11:19.813800
6.47,91,24.38,57.12,36,555.7,32.04,2021-10-23T12:11:19.875950
6.47,91,24.38,57.12,33,555.7,32.04,2021-10-23T12:11:19.889741
6.47,91,24.38,57.12,33,555.7,32.04,2021-10-23T12:11:19.892624
6.47,91,24.38,57.12,33,555.7,32.04,2021-10-23T12:11:19.912310
6.47,73,24.38,57.12,33,555.7,32.04,2021-10-23T12:11:19.934388
6.47,73,24.38,57.12,33,555.7,32.04,2021-10-23T12:11:19.937488
6.47,73,24.38,56.61,33,555.7,32.04,2021-10-23T12:11:20.284357
6.47,73,24.38,56.61,33,555.7,32.04,2021-10-23T12:11:20.302691
6.47,72,24.38,56.61,33,555.7,32.04,2021-10-23T12:11:20.407549
6.47,72,24.38,56.61,33,555.7,32.04,2021-10-23T12:11:20.428906
6.47,72,24.4,56.61,33,555.7,32.04,2021-10-23T12:11:21.104457
6.47,72,24.4,56.61,33,555.7,31.93,2021-10-23T12:11:21.156188
6.47,72,24.4,56.61,33,555.7,31.93,2021-10-23T12:11:21.157599
6.47,72,24.4,56.61,33,555.7,31.93,2021-10-23T12:11:21.182857
6.63,72,24.4,56.61,33,555.7,31.93,2021-10-23T12:11:21.386039
6.63,72,24.4,56.61,33,555.7,31.93,2021-10-23T12:11:21.423546
6.63,72,24.4,53,33,555.7,31.93,2021-10-23T12:11:21.452773
6.63,72,24.4,53,33,556.09,31.93,2021-10-23T12:11:21.494094
6.63,72,24.4,53,33,556.09,31.93,2021-10-23T12:11:21.503858
6.63,59,24.4,53,33,556.09,31.93,2021-10-23T12:11:21.536687
6.63,59,24.4,53,33,556.09,31.93,2021-10-23T12:11:21.537893
6.63,59,24.4,53,33,556.09,31.93,2021-10-23T12:11:21.574248
6.63,59,24.37,53,33,556.09,31.93,2021-10-23T12:11:22.005324
6.63,59,24.37,53,33,556.09,31.93,2021-10-23T12:11:22.037132
6.63,59,24.37,46.43,33,556.09,31.93,2021-10-23T12:11:23.190067
6.63,59,24.37,46.43,33,556.87,31.93,2021-10-23T12:11:23.207476
6.63,59,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.216091
6.63,59,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.217193
6.63,59,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.229627
6.63,59,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.243979
6.56,59,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.340529
6.56,36,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.409349
6.56,36,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.424520
6.56,36,24.37,46.43,35,556.87,31.93,2021-10-23T12:11:23.475960
6.56,36,24.38,46.43,35,556.87,31.93,2021-10-23T12:11:23.907304
6.56,36,24.38,46.43,35,556.87,31.93,2021-10-23T12:11:23.921911
6.56,36,24.38,46.33,35,556.87,31.93,2021-10-23T12:11:24.306749
